ModelName;InteractionSize;T;Algorithm;Time;Time;Configurations;Configurations;ModelIteration;NoResult;OutOfMemory;CorrectlyFoundLiteralsCount;CorrectlyFoundLiteralsCount;MissedLiteralsCount;MissedLiteralsCount
;;;;median;max;median;max;count;sum;sum;median;max;median;max
aaed2000;1;3;Random;52.185;697.353;286.0;286.0;10;2;0;100.5;890.0;0.0;0.0
aaed2000;1;3;iident;136.752;154.995;40.0;47.0;10;1;1;96.0;128.0;0.0;0.0
aaed2000;2;1;Inciident;0.2645;0.332;11.0;14.0;10;8;0;473.5;890.0;38.0;75.0
aaed2000;2;1;Random;0.073;0.192;14.0;106.0;10;9;0;890.0;890.0;1.0;1.0
aaed2000;2;1;iident;0.24;0.321;11.0;14.0;10;8;0;473.5;890.0;38.0;75.0
aaed2000;2;2;Inciident;0.431;11.637;22.0;152.0;10;0;0;125.0;891.0;0.0;0.0
aaed2000;2;2;Random;0.4865;1.509;199.0;199.0;10;0;0;125.0;891.0;0.0;0.0
aaed2000;2;2;iident;0.794;19.364;21.0;228.0;10;0;0;125.0;891.0;0.0;0.0
aaed2000;2;3;Inciident;0.8445;23.741;47.0;259.0;10;0;0;125.0;891.0;0.0;0.0
aaed2000;2;3;Random;56.506;683.192;286.0;286.0;10;0;0;125.0;891.0;0.0;0.0
aaed2000;2;3;iident;138.518;156.6;49.0;67.0;10;1;1;121.0;204.0;0.0;0.0
aaed2000;3;1;Inciident;0.2365;0.314;11.5;14.0;10;6;0;112.0;890.0;79.0;252.0
aaed2000;3;1;Random;0.075;0.217;16.0;106.0;10;9;0;890.0;890.0;1.0;1.0
aaed2000;3;1;iident;0.2405;0.307;11.5;14.0;10;6;0;112.0;890.0;79.0;252.0
aaed2000;3;2;Inciident;0.47750000000000004;13.755;23.0;175.0;10;4;0;139.5;891.0;70.5;110.0
aaed2000;3;2;Random;0.36050000000000004;1.523;42.0;199.0;10;6;0;175.0;891.0;15.0;119.0
aaed2000;3;2;iident;0.8045;20.708;20.0;228.0;10;3;0;124.0;891.0;39.0;77.0
aaed2000;3;3;Inciident;0.7204999999999999;25.391;31.5;252.0;10;0;0;181.5;891.0;0.0;0.0
aaed2000;3;3;Random;61.003;705.35;286.0;286.0;10;0;0;181.5;891.0;0.0;0.0
aaed2000;3;3;iident;140.773;203.702;28.0;41.0;10;1;1;178.0;304.0;0.0;0.0
am31_sim;1;1;Inciident;0.2285;0.282;12.0;14.0;10;0;0;115.0;154.0;0.0;0.0
am31_sim;1;1;Random;0.11199999999999999;0.202;62.0;105.0;10;0;0;115.0;154.0;0.0;0.0
am31_sim;1;1;iident;0.227;0.272;12.0;14.0;10;0;0;115.0;154.0;0.0;0.0
am31_sim;1;2;Inciident;0.538;0.638;33.0;40.0;10;0;0;115.0;154.0;0.0;0.0
am31_sim;1;2;Random;0.47650000000000003;0.519;196.0;196.0;10;3;0;110.0;154.0;0.0;0.0
am31_sim;1;2;iident;0.8955;1.083;34.5;49.0;10;1;0;120.0;154.0;0.0;0.0
am31_sim;1;3;Inciident;0.604;0.728;35.0;43.0;10;0;0;115.0;154.0;0.0;0.0
am31_sim;1;3;Random;39.51;65.859;282.0;282.0;10;1;0;110.0;141.0;0.0;0.0
am31_sim;1;3;iident;95.0535;129.31;33.5;38.0;10;0;0;115.0;154.0;0.0;0.0
am31_sim;2;1;Inciident;0.2365;0.281;11.5;13.0;10;7;0;73.0;184.0;3.0;26.0
am31_sim;2;1;Random;0.075;0.163;18.0;105.0;10;8;0;119.0;184.0;1.5;3.0
am31_sim;2;1;iident;0.237;0.285;11.5;13.0;10;7;0;73.0;184.0;3.0;26.0
am31_sim;2;2;Inciident;0.4275;0.737;25.0;47.0;10;0;0;126.5;184.0;0.0;0.0
am31_sim;2;2;Random;0.45;0.554;196.0;196.0;10;1;0;125.0;176.0;0.0;0.0
am31_sim;2;2;iident;0.706;0.955;21.5;34.0;10;0;0;126.5;184.0;0.0;0.0
am31_sim;2;3;Inciident;0.8265;1.071;46.5;65.0;10;0;0;126.5;184.0;0.0;0.0
am31_sim;2;3;Random;47.952;81.219;282.0;282.0;10;2;0;126.5;184.0;0.0;0.0
am31_sim;2;3;iident;96.703;140.202;43.5;55.0;10;0;0;126.5;184.0;0.0;0.0
am31_sim;3;1;Inciident;0.228;0.293;11.5;13.0;10;7;0;73.0;184.0;29.0;35.0
am31_sim;3;1;Random;0.0625;0.123;15.5;58.0;10;10;0;;;;
am31_sim;3;1;iident;0.2415;0.269;11.5;13.0;10;7;0;73.0;184.0;29.0;35.0
am31_sim;3;2;Inciident;0.4105;0.561;23.0;33.0;10;4;0;124.5;213.0;6.0;87.0
am31_sim;3;2;Random;0.3165;0.513;38.0;196.0;10;7;0;125.0;213.0;5.0;26.0
am31_sim;3;2;iident;0.703;0.784;21.0;27.0;10;3;0;116.0;213.0;2.0;101.0
am31_sim;3;3;Inciident;0.692;0.99;35.0;46.0;10;0;0;134.5;213.0;0.0;0.0
am31_sim;3;3;Random;50.093;129.758;282.0;282.0;10;0;0;134.5;213.0;0.0;0.0
am31_sim;3;3;iident;98.3445;248.057;31.0;41.0;10;0;0;134.5;213.0;0.0;0.0
atlas_mips32_4kc;1;1;Inciident;0.251;0.298;12.0;15.0;10;0;0;125.5;250.0;0.0;0.0
atlas_mips32_4kc;1;1;Random;0.1775;0.241;106.0;106.0;10;0;0;125.5;250.0;0.0;0.0
atlas_mips32_4kc;1;1;iident;0.2585;0.281;12.0;15.0;10;0;0;125.5;250.0;0.0;0.0
atlas_mips32_4kc;1;2;Inciident;0.6615;0.977;37.0;55.0;10;0;0;125.5;250.0;0.0;0.0
atlas_mips32_4kc;1;2;Random;0.4985;0.603;198.0;198.0;10;0;0;125.5;250.0;0.0;0.0
atlas_mips32_4kc;1;2;iident;1.009;1.287;36.5;49.0;10;0;0;125.5;250.0;0.0;0.0
atlas_mips32_4kc;1;3;Inciident;0.7215;1.009;39.5;56.0;10;0;0;125.5;250.0;0.0;0.0
atlas_mips32_4kc;1;3;Random;46.8615;82.545;284.0;284.0;10;0;0;125.5;250.0;0.0;0.0
atlas_mips32_4kc;1;3;iident;116.8455;211.512;33.0;44.0;10;0;0;125.5;250.0;0.0;0.0
atlas_mips32_4kc;2;1;Inciident;0.23399999999999999;0.279;12.0;15.0;10;8;0;165.5;250.0;1.0;1.0
atlas_mips32_4kc;2;1;Random;0.0725;0.108;18.5;32.0;10;10;0;;;;
atlas_mips32_4kc;2;1;iident;0.226;0.296;12.0;15.0;10;8;0;165.5;250.0;1.0;1.0
atlas_mips32_4kc;2;2;Inciident;0.45399999999999996;0.666;21.5;35.0;10;0;0;161.0;251.0;0.0;0.0
atlas_mips32_4kc;2;2;Random;0.5095000000000001;0.551;198.0;198.0;10;0;0;161.0;251.0;0.0;0.0
atlas_mips32_4kc;2;2;iident;0.7735000000000001;1.038;21.0;46.0;10;0;0;161.0;251.0;0.0;0.0
atlas_mips32_4kc;2;3;Inciident;0.9564999999999999;1.702;43.5;75.0;10;0;0;161.0;251.0;0.0;0.0
atlas_mips32_4kc;2;3;Random;53.3245;104.445;284.0;284.0;10;0;0;161.0;251.0;0.0;0.0
atlas_mips32_4kc;2;3;iident;126.71699999999998;260.936;38.5;68.0;10;0;0;161.0;251.0;0.0;0.0
atlas_mips32_4kc;3;1;Inciident;0.243;0.29;12.0;14.0;10;9;0;81.0;81.0;3.0;3.0
atlas_mips32_4kc;3;1;Random;0.072;0.099;17.5;32.0;10;10;0;;;;
atlas_mips32_4kc;3;1;iident;0.2455;0.281;12.0;14.0;10;9;0;81.0;81.0;3.0;3.0
atlas_mips32_4kc;3;2;Inciident;0.4585;0.999;24.5;55.0;10;3;0;143.0;186.0;2.0;31.0
atlas_mips32_4kc;3;2;Random;0.425;0.555;103.5;198.0;10;8;0;150.5;186.0;0.0;0.0
atlas_mips32_4kc;3;2;iident;0.7685;1.051;20.5;40.0;10;6;0;125.0;186.0;1.0;9.0
atlas_mips32_4kc;3;3;Inciident;0.7495;1.922;42.0;89.0;10;0;0;165.0;280.0;0.0;0.0
atlas_mips32_4kc;3;3;Random;65.7305;108.946;284.0;284.0;10;0;0;165.0;280.0;0.0;0.0
atlas_mips32_4kc;3;3;iident;142.5765;278.537;32.0;82.0;10;0;0;165.0;280.0;0.0;0.0
axTLS;1;1;Inciident;0.058;0.076;9.0;10.0;100;0;0;37.0;40.0;0.0;0.0
axTLS;1;1;Random;0.032;0.058;13.5;63.0;100;0;0;37.0;40.0;0.0;0.0
axTLS;1;1;iident;0.058;0.075;9.0;10.0;100;0;0;37.0;40.0;0.0;0.0
axTLS;1;2;Inciident;0.0845;0.123;14.0;18.0;100;0;0;37.0;40.0;0.0;0.0
axTLS;1;2;Random;0.049;0.091;28.0;112.0;100;25;0;38.0;40.0;0.0;0.0
axTLS;1;2;iident;0.1345;0.159;13.0;16.0;100;16;0;37.5;40.0;0.0;0.0
axTLS;1;3;Inciident;0.087;0.137;16.0;20.0;100;0;0;37.0;40.0;0.0;0.0
axTLS;1;3;Random;0.09;0.154;22.5;155.0;100;39;0;38.0;40.0;0.0;0.0
axTLS;1;3;iident;0.245;0.293;15.0;19.0;100;20;0;38.0;40.0;0.0;0.0
axTLS;2;1;Inciident;0.055;0.067;8.0;9.0;100;70;0;36.0;39.0;2.0;7.0
axTLS;2;1;Random;0.026;0.033;9.0;29.0;100;75;0;36.0;39.0;1.0;6.0
axTLS;2;1;iident;0.055;0.067;8.0;9.0;100;70;0;36.0;39.0;2.0;7.0
axTLS;2;2;Inciident;0.1025;0.154;15.0;19.0;100;0;0;39.0;43.0;0.0;0.0
axTLS;2;2;Random;0.074;0.115;112.0;112.0;100;0;0;39.0;43.0;0.0;0.0
axTLS;2;2;iident;0.1365;0.156;13.0;16.0;100;0;0;39.0;43.0;0.0;0.0
axTLS;2;3;Inciident;0.1185;0.199;18.5;32.0;100;0;0;39.0;43.0;0.0;0.0
axTLS;2;3;Random;0.1365;0.185;155.0;155.0;100;4;0;39.0;43.0;0.0;0.0
axTLS;2;3;iident;0.2595;0.332;16.0;23.0;100;6;0;39.0;43.0;0.0;0.0
axTLS;3;1;Inciident;0.053;0.064;7.5;10.0;100;80;0;36.0;39.0;4.0;7.0
axTLS;3;1;Random;0.025;0.039;9.0;16.0;100;86;0;35.0;38.0;3.5;8.0
axTLS;3;1;iident;0.055;0.071;7.5;10.0;100;80;0;36.0;39.0;4.0;7.0
axTLS;3;2;Inciident;0.115;0.155;16.0;21.0;100;48;0;39.0;42.0;2.0;11.0
axTLS;3;2;Random;0.044;0.093;23.0;112.0;100;82;0;39.0;42.0;1.0;6.0
axTLS;3;2;iident;0.134;0.158;13.0;16.0;100;66;0;39.0;42.0;1.5;7.0
axTLS;3;3;Inciident;0.143;0.364;21.5;38.0;100;0;0;41.0;47.0;0.0;0.0
axTLS;3;3;Random;0.149;0.204;155.0;155.0;100;0;0;41.0;47.0;0.0;0.0
axTLS;3;3;iident;0.275;0.315;18.0;27.0;100;0;0;41.0;47.0;0.0;0.0
berkeleyDB1;1;1;Inciident;0.06;0.085;9.0;11.0;100;0;0;15.0;51.0;0.0;0.0
berkeleyDB1;1;1;Random;0.032;0.06;18.0;64.0;100;0;0;15.0;51.0;0.0;0.0
berkeleyDB1;1;1;iident;0.06;0.079;9.0;11.0;100;0;0;15.0;51.0;0.0;0.0
berkeleyDB1;1;2;Inciident;0.111;0.199;16.5;28.0;100;0;0;15.0;51.0;0.0;0.0
berkeleyDB1;1;2;Random;0.086;0.144;115.0;115.0;100;3;0;15.0;51.0;0.0;0.0
berkeleyDB1;1;2;iident;0.151;0.228;14.0;25.0;100;4;0;15.0;51.0;0.0;0.0
berkeleyDB1;1;3;Inciident;0.115;0.215;18.5;31.0;100;0;0;15.0;51.0;0.0;0.0
berkeleyDB1;1;3;Random;0.189;0.288;160.0;160.0;100;10;0;16.0;51.0;0.0;0.0
berkeleyDB1;1;3;iident;0.2985;0.408;15.0;24.0;100;5;0;15.0;51.0;0.0;0.0
berkeleyDB1;2;1;Inciident;0.0595;0.074;8.0;11.0;100;34;0;30.0;51.0;1.0;32.0
berkeleyDB1;2;1;Random;0.029;0.064;11.0;64.0;100;51;0;31.0;51.0;0.0;26.0
berkeleyDB1;2;1;iident;0.059;0.084;8.0;11.0;100;34;0;30.0;51.0;1.0;32.0
berkeleyDB1;2;2;Inciident;0.115;0.196;15.0;25.0;100;0;0;31.0;51.0;0.0;0.0
berkeleyDB1;2;2;Random;0.078;0.152;115.0;115.0;100;0;0;31.0;51.0;0.0;0.0
berkeleyDB1;2;2;iident;0.148;0.208;13.5;22.0;100;0;0;31.0;51.0;0.0;0.0
berkeleyDB1;2;3;Inciident;0.149;0.266;19.5;42.0;100;0;0;31.0;51.0;0.0;0.0
berkeleyDB1;2;3;Random;0.2085;0.31;160.0;160.0;100;1;0;31.0;51.0;0.0;0.0
berkeleyDB1;2;3;iident;0.3125;0.423;17.0;30.0;100;0;0;31.0;51.0;0.0;0.0
berkeleyDB1;3;1;Inciident;0.057;0.087;8.0;11.0;100;50;0;31.0;51.0;1.0;32.0
berkeleyDB1;3;1;Random;0.0265;0.06;10.0;64.0;100;69;0;31.0;51.0;1.0;26.0
berkeleyDB1;3;1;iident;0.0575;0.075;8.0;11.0;100;50;0;31.0;51.0;1.0;32.0
berkeleyDB1;3;2;Inciident;0.1175;0.206;15.0;26.0;100;23;0;32.0;51.0;0.0;27.0
berkeleyDB1;3;2;Random;0.056;0.148;46.5;115.0;100;33;0;35.0;51.0;0.0;26.0
berkeleyDB1;3;2;iident;0.1455;0.208;13.0;22.0;100;24;0;32.0;51.0;0.0;27.0
berkeleyDB1;3;3;Inciident;0.161;0.272;20.0;41.0;100;0;0;33.5;51.0;0.0;0.0
berkeleyDB1;3;3;Random;0.1915;0.3;160.0;160.0;100;0;0;33.5;51.0;0.0;0.0
berkeleyDB1;3;3;iident;0.312;0.393;18.0;35.0;100;0;0;33.5;51.0;0.0;0.0
berkeleyDB2;1;1;Inciident;0.077;0.089;9.0;11.0;100;0;0;18.0;48.0;0.0;0.0
berkeleyDB2;1;1;Random;0.057;0.075;71.0;71.0;100;0;0;18.0;48.0;0.0;0.0
berkeleyDB2;1;1;iident;0.077;0.096;9.0;11.0;100;0;0;18.0;48.0;0.0;0.0
berkeleyDB2;1;2;Inciident;0.125;0.253;17.0;27.0;100;0;0;18.0;48.0;0.0;0.0
berkeleyDB2;1;2;Random;0.101;0.15;128.0;128.0;100;3;0;18.0;48.0;0.0;0.0
berkeleyDB2;1;2;iident;0.185;0.269;15.0;21.0;100;2;0;18.0;48.0;0.0;0.0
berkeleyDB2;1;3;Inciident;0.134;0.256;19.0;30.0;100;0;0;18.0;48.0;0.0;0.0
berkeleyDB2;1;3;Random;0.274;0.391;179.0;179.0;100;12;0;19.0;48.0;0.0;0.0
berkeleyDB2;1;3;iident;0.4265;0.576;17.0;21.0;100;5;0;19.0;48.0;0.0;0.0
berkeleyDB2;2;1;Inciident;0.073;0.093;8.0;11.0;100;54;0;23.0;48.0;2.0;13.0
berkeleyDB2;2;1;Random;0.031;0.074;10.0;71.0;100;79;0;17.0;48.0;1.0;15.0
berkeleyDB2;2;1;iident;0.075;0.09;8.0;11.0;100;54;0;23.0;48.0;2.0;13.0
berkeleyDB2;2;2;Inciident;0.1385;0.237;16.0;32.0;100;0;0;24.0;69.0;0.0;0.0
berkeleyDB2;2;2;Random;0.1005;0.171;128.0;128.0;100;0;0;24.0;69.0;0.0;0.0
berkeleyDB2;2;2;iident;0.18;0.232;14.0;24.0;100;0;0;24.0;69.0;0.0;0.0
berkeleyDB2;2;3;Inciident;0.1835;0.487;22.5;68.0;100;0;0;24.0;69.0;0.0;0.0
berkeleyDB2;2;3;Random;0.2905;0.387;179.0;179.0;100;2;0;24.0;69.0;0.0;0.0
berkeleyDB2;2;3;iident;0.453;0.666;18.5;55.0;100;0;0;24.0;69.0;0.0;0.0
berkeleyDB2;3;1;Inciident;0.072;0.092;8.0;11.0;100;75;0;20.0;48.0;6.0;33.0
berkeleyDB2;3;1;Random;0.0295;0.042;10.0;26.0;100;93;0;19.0;33.0;6.0;8.0
berkeleyDB2;3;1;iident;0.073;0.088;8.0;11.0;100;75;0;20.0;48.0;6.0;33.0
berkeleyDB2;3;2;Inciident;0.1485;0.235;17.0;30.0;100;38;0;25.5;69.0;1.0;19.0
berkeleyDB2;3;2;Random;0.0625;0.128;32.0;128.0;100;70;0;26.5;69.0;0.0;13.0
berkeleyDB2;3;2;iident;0.18;0.227;14.0;24.0;100;42;0;25.0;69.0;1.0;12.0
berkeleyDB2;3;3;Inciident;0.213;0.564;23.0;67.0;100;0;0;28.0;69.0;0.0;0.0
berkeleyDB2;3;3;Random;0.2825;0.402;179.0;179.0;100;1;0;28.0;69.0;0.0;0.0
berkeleyDB2;3;3;iident;0.4455;0.651;19.0;55.0;100;0;0;28.0;69.0;0.0;0.0
busybox-1_18_0;1;1;Inciident;0.201;0.227;13.0;13.0;10;0;0;43.0;44.0;0.0;0.0
busybox-1_18_0;1;1;Random;0.07050000000000001;0.161;15.5;100.0;10;0;0;43.0;44.0;0.0;0.0
busybox-1_18_0;1;1;iident;0.203;0.232;13.0;13.0;10;0;0;43.0;44.0;0.0;0.0
busybox-1_18_0;1;2;Inciident;0.279;0.486;23.0;30.0;10;0;0;43.0;44.0;0.0;0.0
busybox-1_18_0;1;2;Random;0.2465;0.345;48.5;187.0;10;3;0;43.0;44.0;0.0;0.0
busybox-1_18_0;1;2;iident;0.534;0.603;22.0;24.0;10;1;0;43.0;44.0;0.0;0.0
busybox-1_18_0;1;3;Inciident;0.31;0.503;25.0;32.0;10;0;0;43.0;44.0;0.0;0.0
busybox-1_18_0;1;3;Random;11.1995;24.946;44.0;104.0;10;5;0;43.0;44.0;0.0;0.0
busybox-1_18_0;1;3;iident;26.999000000000002;62.135;26.0;28.0;10;4;0;43.0;44.0;0.0;0.0
busybox-1_18_0;2;1;Inciident;0.1895;0.216;11.0;13.0;10;8;0;42.0;43.0;1.5;2.0
busybox-1_18_0;2;1;Random;0.057;0.072;12.5;18.0;10;10;0;;;;
busybox-1_18_0;2;1;iident;0.2015;0.237;11.0;13.0;10;8;0;42.0;43.0;1.5;2.0
busybox-1_18_0;2;2;Inciident;0.3615;0.512;23.0;32.0;10;0;0;44.0;47.0;0.0;0.0
busybox-1_18_0;2;2;Random;0.2395;0.33;30.5;187.0;10;0;0;44.0;47.0;0.0;0.0
busybox-1_18_0;2;2;iident;0.56;0.69;21.5;32.0;10;0;0;44.0;47.0;0.0;0.0
busybox-1_18_0;2;3;Inciident;0.432;0.625;35.0;46.0;10;0;0;44.0;47.0;0.0;0.0
busybox-1_18_0;2;3;Random;12.9725;26.865;154.0;268.0;10;2;0;44.0;47.0;0.0;0.0
busybox-1_18_0;2;3;iident;53.936;104.253;30.5;42.0;10;0;0;44.0;47.0;0.0;0.0
busybox-1_18_0;3;1;Inciident;0.1995;0.237;12.0;13.0;10;8;0;43.0;43.0;3.0;4.0
busybox-1_18_0;3;1;Random;0.0615;0.072;13.5;18.0;10;8;0;42.0;43.0;3.0;4.0
busybox-1_18_0;3;1;iident;0.199;0.22;12.0;13.0;10;8;0;43.0;43.0;3.0;4.0
busybox-1_18_0;3;2;Inciident;0.427;0.538;30.0;33.0;10;7;0;43.0;46.0;2.0;5.0
busybox-1_18_0;3;2;Random;0.229;0.261;35.5;65.0;10;8;0;42.0;43.0;4.5;7.0
busybox-1_18_0;3;2;iident;0.556;0.695;22.0;35.0;10;9;0;42.0;42.0;3.0;3.0
busybox-1_18_0;3;3;Inciident;0.544;0.762;38.5;51.0;10;0;0;46.5;48.0;0.0;0.0
busybox-1_18_0;3;3;Random;19.130000000000003;28.812;120.5;268.0;10;0;0;46.5;48.0;0.0;0.0
busybox-1_18_0;3;3;iident;81.457;143.458;39.0;61.0;10;0;0;46.5;48.0;0.0;0.0
busybox-1_29_2;1;1;Inciident;0.21;0.238;13.0;14.0;10;0;0;13.0;17.0;0.0;0.0
busybox-1_29_2;1;1;Random;0.074;0.076;15.5;23.0;10;0;0;13.0;17.0;0.0;0.0
busybox-1_29_2;1;1;iident;0.218;0.245;13.0;14.0;10;0;0;13.0;17.0;0.0;0.0
busybox-1_29_2;1;2;Inciident;0.336;0.473;24.0;35.0;10;0;0;13.0;17.0;0.0;0.0
busybox-1_29_2;1;2;Random;0.3355;0.403;78.5;193.0;10;1;0;13.0;17.0;0.0;0.0
busybox-1_29_2;1;2;iident;0.62;0.766;23.5;30.0;10;1;0;13.0;17.0;0.0;0.0
busybox-1_29_2;1;3;Inciident;0.3435;0.498;27.0;37.0;10;0;0;13.0;17.0;0.0;0.0
busybox-1_29_2;1;3;Random;21.170499999999997;44.884;55.0;277.0;10;1;0;13.0;17.0;0.0;0.0
busybox-1_29_2;1;3;iident;57.445;140.141;27.0;31.0;10;0;0;13.0;17.0;0.0;0.0
busybox-1_29_2;2;1;Inciident;0.2185;0.232;13.0;13.0;10;6;0;12.5;15.0;1.5;3.0
busybox-1_29_2;2;1;Random;0.0675;0.085;14.0;20.0;10;7;0;12.0;13.0;3.0;4.0
busybox-1_29_2;2;1;iident;0.2155;0.234;13.0;13.0;10;6;0;12.5;15.0;1.5;3.0
busybox-1_29_2;2;2;Inciident;0.40800000000000003;0.623;23.0;45.0;10;0;0;15.5;18.0;0.0;0.0
busybox-1_29_2;2;2;Random;0.3095;0.424;49.5;193.0;10;0;0;15.5;18.0;0.0;0.0
busybox-1_29_2;2;2;iident;0.6385000000000001;0.805;23.0;32.0;10;0;0;15.5;18.0;0.0;0.0
busybox-1_29_2;2;3;Inciident;0.536;0.853;38.0;65.0;10;0;0;15.5;18.0;0.0;0.0
busybox-1_29_2;2;3;Random;36.271;63.742;277.0;277.0;10;0;0;15.5;18.0;0.0;0.0
busybox-1_29_2;2;3;iident;77.929;255.909;33.5;46.0;10;0;0;15.5;18.0;0.0;0.0
busybox-1_29_2;3;1;Inciident;0.2175;0.239;12.0;13.0;10;9;0;15.0;15.0;2.0;2.0
busybox-1_29_2;3;1;Random;0.075;0.087;15.5;23.0;10;8;0;12.5;13.0;2.5;3.0
busybox-1_29_2;3;1;iident;0.2095;0.238;12.0;13.0;10;9;0;15.0;15.0;2.0;2.0
busybox-1_29_2;3;2;Inciident;0.5485;0.762;32.0;53.0;10;7;0;12.0;14.0;3.0;3.0
busybox-1_29_2;3;2;Random;0.2925;0.374;45.0;89.0;10;7;0;15.0;16.0;3.0;5.0
busybox-1_29_2;3;2;iident;0.6955;0.834;24.0;39.0;10;10;0;;;;
busybox-1_29_2;3;3;Inciident;0.708;2.088;48.0;125.0;10;0;0;17.0;21.0;0.0;0.0
busybox-1_29_2;3;3;Random;52.421;70.282;96.5;277.0;10;0;0;17.0;21.0;0.0;0.0
busybox-1_29_2;3;3;iident;110.87950000000001;284.291;41.5;74.0;10;0;0;17.0;21.0;0.0;0.0
busybox_2007-01-24_09-14-09;1;1;Inciident;0.1565;0.187;12.0;13.0;100;0;0;8.0;15.0;0.0;0.0
busybox_2007-01-24_09-14-09;1;1;Random;0.0505;0.071;14.0;22.0;100;0;0;8.0;15.0;0.0;0.0
busybox_2007-01-24_09-14-09;1;1;iident;0.16;0.187;12.0;13.0;100;0;0;8.0;15.0;0.0;0.0
busybox_2007-01-24_09-14-09;1;2;Inciident;0.2585;0.383;23.0;30.0;100;0;0;8.0;15.0;0.0;0.0
busybox_2007-01-24_09-14-09;1;2;Random;0.212;0.326;62.0;175.0;100;15;0;8.0;15.0;0.0;0.0
busybox_2007-01-24_09-14-09;1;2;iident;0.4725;0.541;22.0;31.0;100;7;0;8.0;15.0;0.0;0.0
busybox_2007-01-24_09-14-09;1;3;Inciident;0.268;0.399;26.0;33.0;100;0;0;8.0;15.0;0.0;0.0
busybox_2007-01-24_09-14-09;1;3;Random;3.364;5.021;46.0;249.0;100;32;0;8.0;15.0;0.0;0.0
busybox_2007-01-24_09-14-09;1;3;iident;10.859;31.75;25.0;34.0;100;8;0;8.0;15.0;0.0;0.0
busybox_2007-01-24_09-14-09;2;1;Inciident;0.1545;0.207;11.0;13.0;100;70;0;7.0;11.0;2.0;6.0
busybox_2007-01-24_09-14-09;2;1;Random;0.045;0.065;12.0;20.0;100;82;0;6.0;10.0;2.5;5.0
busybox_2007-01-24_09-14-09;2;1;iident;0.159;0.198;11.0;13.0;100;70;0;7.0;11.0;2.0;6.0
busybox_2007-01-24_09-14-09;2;2;Inciident;0.277;0.48;23.0;34.0;100;0;0;9.0;16.0;0.0;0.0
busybox_2007-01-24_09-14-09;2;2;Random;0.191;0.264;30.0;175.0;100;0;0;9.0;16.0;0.0;0.0
busybox_2007-01-24_09-14-09;2;2;iident;0.471;0.578;21.0;31.0;100;0;0;9.0;16.0;0.0;0.0
busybox_2007-01-24_09-14-09;2;3;Inciident;0.358;0.531;32.0;50.0;100;0;0;9.0;16.0;0.0;0.0
busybox_2007-01-24_09-14-09;2;3;Random;4.038;7.821;193.0;249.0;100;7;0;9.0;16.0;0.0;0.0
busybox_2007-01-24_09-14-09;2;3;iident;13.1815;34.939;31.0;47.0;100;3;0;9.0;16.0;0.0;0.0
busybox_2007-01-24_09-14-09;3;1;Inciident;0.153;0.187;11.0;13.0;100;89;0;6.0;8.0;4.0;12.0
busybox_2007-01-24_09-14-09;3;1;Random;0.045;0.063;13.0;20.0;100;86;0;6.0;9.0;5.0;7.0
busybox_2007-01-24_09-14-09;3;1;iident;0.162;0.196;11.0;13.0;100;89;0;6.0;8.0;4.0;12.0
busybox_2007-01-24_09-14-09;3;2;Inciident;0.3325;0.474;25.0;39.0;100;73;0;8.0;12.0;2.0;6.0
busybox_2007-01-24_09-14-09;3;2;Random;0.19;0.259;30.0;84.0;100;78;0;8.0;12.0;2.0;6.0
busybox_2007-01-24_09-14-09;3;2;iident;0.4955;0.649;23.0;41.0;100;73;0;8.0;17.0;2.0;5.0
busybox_2007-01-24_09-14-09;3;3;Inciident;0.4315;0.847;37.0;65.0;100;0;0;11.0;18.0;0.0;0.0
busybox_2007-01-24_09-14-09;3;3;Random;4.888999999999999;8.947;64.0;249.0;100;0;0;11.0;18.0;0.0;0.0
busybox_2007-01-24_09-14-09;3;3;iident;21.274500000000003;37.933;32.5;66.0;100;0;0;11.0;18.0;0.0;0.0
busybox_2020-12-16_21-53-05;1;1;Inciident;0.2155;0.243;13.0;14.0;10;0;0;14.0;18.0;0.0;0.0
busybox_2020-12-16_21-53-05;1;1;Random;0.0695;0.173;15.5;104.0;10;0;0;14.0;18.0;0.0;0.0
busybox_2020-12-16_21-53-05;1;1;iident;0.215;0.234;13.0;14.0;10;0;0;14.0;18.0;0.0;0.0
busybox_2020-12-16_21-53-05;1;2;Inciident;0.335;0.503;25.5;32.0;10;0;0;14.0;18.0;0.0;0.0
busybox_2020-12-16_21-53-05;1;2;Random;0.3235;0.444;82.5;194.0;10;1;0;14.0;18.0;0.0;0.0
busybox_2020-12-16_21-53-05;1;2;iident;0.656;0.788;24.5;28.0;10;0;0;14.0;18.0;0.0;0.0
busybox_2020-12-16_21-53-05;1;3;Inciident;0.3585;0.491;27.5;34.0;10;0;0;14.0;18.0;0.0;0.0
busybox_2020-12-16_21-53-05;1;3;Random;26.1415;45.625;69.0;278.0;10;2;0;14.0;18.0;0.0;0.0
busybox_2020-12-16_21-53-05;1;3;iident;70.5645;165.567;27.5;31.0;10;3;0;14.0;18.0;0.0;0.0
busybox_2020-12-16_21-53-05;2;1;Inciident;0.2115;0.254;12.0;13.0;10;5;0;14.0;18.0;1.0;3.0
busybox_2020-12-16_21-53-05;2;1;Random;0.0725;0.087;14.5;23.0;10;9;0;12.0;12.0;8.0;8.0
